ID,Upvotes
366953,268.431506911179
71864,27.9009256098676
141692,30.2669478738565
316833,23.3166511783416
440445,278.353501129768
3514,30.9365146345678
331420,28.0691904753701
406540,101.010306529843
227379,33.5226048791747
331687,17.4579095655071
32784,6.10607801938712
470377,42.8438529999566
338103,10.1586734180148
29883,221.927574831719
218228,24.4159587945278
70945,507.257921382964
14328,41.8994103902619
259947,82.7979640117161
346378,456.810906947807
384621,11.2055617197133
425418,22.3616779356738
131224,100.012206501607
365408,24.7852068748339
218626,10.1414028613632
331722,36.6912580061333
310969,18.1102238237563
307391,97.8424967205527
14072,246.979959473751
238694,11.0449782494967
213841,18.2544344813001
165258,141.124840873435
123606,37.5212448350128
214062,22.2038648698203
279450,382.813343186644
178546,6.54378752903817
358455,27.8156946412159
386308,16.3010742124076
155592,19.4218009584997
200090,35.9872999548775
127308,27.4410418806045
449766,1.57798673823588
223688,434.400137234637
442443,7.97982709476518
451259,451.516048827245
87024,7.31191094785636
207529,244.93222018881
196568,18.3880564420459
38258,259.613520508448
387275,8.81441298918328
86152,10.8528506576766
302142,192.896970073765
401268,337.352568054116
307187,9.46107265554848
252388,13.5683967405052
844,16.9320978675576
105707,13.578276474539
230309,129.585607894142
362573,35.0417838480312
173751,89.0668694602411
349049,8.90297475853354
310466,12.5243979712513
205786,115.192966032562
208358,72.806945574109
440214,47.3832974303293
41343,15.2203511738328
427741,256.033143861383
355001,66.250911435996
137708,29.4071412209451
146326,385.307917988521
220889,31.9368090345795
205742,1399.36135216269
28737,17.71335406748
292474,11.0156633615526
349149,12.156611684969
46230,6.86511791043228
303160,97.5360619913624
292638,65.0470965732959
210116,5.21799124648149
55900,7.4993597333043
91135,8.98226644762807
452177,245.382385443583
170628,12.0398744927875
237099,19.9052531098663
166022,24.854574624712
175687,44.0597909746271
392847,11.3996455126571
454964,6.66300390989619
259259,24.8224617749302
289148,274.310441041657
311134,22.6892148803465
62551,690.901213649345
336258,11.2861603160069
468049,41.7958739790113
22189,34.6554230299795
264888,17.7085873200701
451615,279.940919993727
85004,36.5904928759176
375246,75.4331141922028
60204,27.9614844312404
126097,11.1728717708919
182425,7214.99906659108
449937,71.8922904143659
442637,9446.12040785531
378184,41.4514979827155
357584,306.043114654149
383054,22.7688325340141
299871,2.2269760597295
152764,18.3758568399067
22064,12.6236108102263
416791,25.4518158914577
440686,112.802794049226
44537,11.1054444169656
80203,11.0844308172573
81726,15.8866982359919
440068,246.721483217562
109276,32.4053923492934
120567,7.57865755968207
169520,40.0290533743865
84443,5.88545469203501
139139,54.565914574402
346145,41.0648123825058
